	US82800149_251976012849	US82800149_251976012848	US82800149_251976012847	US82800149_251976012843	US82800149_251976012845	US82800149_251976012844	US82800149_251976012850	US82800149_251976012851	US82800149_251976012852	US82800149_251976012853	US82800149_251976012932	US82800149_251976012931	US82800149_251976012930	US82800149_251976012841	US82800149_251976012846	US82800149_251976012929
NEK3	0.137333333333333	-0.33074999999999999	0.8605	0.814666666666667	0.22733333333333303	0.721916666666667	0.0675	0.177333333333333	1.04141666666667	0.671666666666667	0.776583333333333	0.455916666666667	-0.320333333333333	-0.244416666666667	0.30008333333333304	0.7415
LOC283767	-1.188	0.84250000000000003	0.39525	-0.9225	1.6705000000000001	2.14175	-0.78525	1.26125	3.084	2.254	0.272	0.502333333333333	-2.03775	2.45575	2.2737500000000002	0.99975
RUVBL2	-0.48575	-0.94950000000000001	-2.1495	-1.033	-0.47575000000000001	-1.025	-1.2625	-0.84925	-0.80325	-0.86925	-2.253	-1.217	-1.8745	-0.194	-1.885	-1.95975
MPHOSPH1	-0.528666666666667	-2.94316666666667	-3.3025	-1.161	-1.5551666666666699	-2.10133333333333	-0.536666666666667	-2.56966666666667	-5.90316666666667	-2.13316666666667	-3.14825	-1.017	-1.513	-2.38283333333333	-3.3888333333333303	-1.48866666666667
U2AF2	-1.238	-0.50283333333333291	-2.16416666666667	-1.372	-0.622	-1.1055	-1.26583333333333	-1.443	-1.27183333333333	-1.54783333333333	-1.4125	-2.13216666666667	-0.9642	-0.9965	-1.9851666666666699	-2.16783333333333
FLJ22167	1.097875	0.056500000000000002	0.30725	0.510875	0.265625	0.121625	-0.164625	0.734	-0.207875	0.316875	0.322714285714286	0.691	-1.30125	1.904125	0.23499999999999999	-0.2585
NEK8	0.192166666666667	-0.375	-0.623833333333333	-0.629333333333333	0.069500000000000006	0.501	-0.394666666666667	-0.485666666666667	-0.120833333333333	-0.495166666666667	0.579	-0.472833333333333	-1.02625	0.421333333333333	-0.61816666666666698	-0.4275
NEK9	-0.8965	-0.70074999999999998	-0.8695	-1.23	0.022249999999999999	0.65725	-0.936	-0.0906666666666667	-0.67025	-0.6965	0.1885	0.0273333333333333	-1.89133333333333	0.9995	-1.4095	-1.94125
DPCR1	0.816	0.62575000000000003	1.2755	1.03925	1.41675	2.389875	-0.726125	0.773	1.38785714285714	0.186625	-0.189	0.30525	0.916428571428571	0.621875	1.1200000000000001	1.2305
GPR162	-0.010625	0.28749999999999998	-0.47275	-0.25975	-0.37574999999999997	-0.435	-1.15775	-0.58725	0.02875	-0.916125	-0.590875	-0.55375	-1.12271428571429	-1.250875	-0.44112499999999999	-1.62275
GPR160	1.22583333333333	1.9336666666666698	3.08833333333333	1.72733333333333	0.4406666666666671	0.961666666666667	1.18666666666667	1.5235	0.353	0.855833333333333	1.72716666666667	2.10966666666667	0.3715	-0.251666666666667	2.5194999999999999	2.15533333333333
GPR161	-1.6245	-0.4144166666666671	-1.62016666666667	-2.04075	-1.20708333333333	-1.78266666666667	-1.12258333333333	-1.78583333333333	-1.29141666666667	-1.61566666666667	-1.3285	-1.81216666666667	-1.5366	-0.678166666666666	-1.3109999999999999	-2.21533333333333
KCNAB2	-0.0288333333333333	-0.36758333333333293	0.73325	-0.0425833333333333	-0.28516666666666696	-0.317583333333333	0.393916666666667	-0.133166666666667	-0.304	0.428083333333333	0.419454545454545	0.0129	-0.421083333333333	-0.92375	-0.29516666666666697	-0.622583333333333
PMS2CL	-0.70375	-0.12687499999999999	0.07	0.602875	0.65725	1.082875	-0.550125	0.823	1.34775	0.392125	-0.0558571428571428	0.34575	-0.2185	0.1465	0.65687499999999999	-0.7165
DHPS	-0.5625	-0.72999999999999998	-1.3205	-0.619	-0.089749999999999996	-0.47875	-0.6485	-0.85025	-0.5355	-0.6035	-1.5695	-1.1375	-1.60775	-0.29925	-1.4990000000000001	-1.49175
FLRT3	1.37	4.4865000000000004	4.63325	4.82275	3.5402499999999999	4.6885	2.33275	4.408	4.5495	1.07875	6.5805	5.8205	5.8775	2.8145	3.4802499999999998	6.2055
ZZZ3	2.0185	-1.4424999999999999	-0.0775	0.317	-0.25	-0.1895	1.178	0.7275	-0.0305	-0.0235	0.9155	0.61	0.8175	-0.5705	0.121	1.1335
OR5B17	0.725	0.094	0.1215	0.254	0.40299999999999997	-0.505	1.376	-1.1085	0.0555	-0.3515	1.574	-0.149	0.111	0.054	0.1195	null
LOC338809	0.3855	0.4395	0.884	1.325	0.63900000000000001	0.698	null	0.106	1.033	0.7805	2.782	2.191	-1.488	0.417	0.35899999999999999	1.326
FLVCR1	-1.31075	-1.8674999999999999	-1.4215	-2.6775	-2.5350000000000001	-3.17775	-0.84225	-2.51725	-2.60925	-2.45175	-2.10325	-2.13375	-1.49	-2.44675	-2.0009999999999999	-1.99725
MNS1	2.301	0.38550000000000001	0.789	0.8655	0.97099999999999997	1.536	0.548	1.8835	1.88425	1.45075	0.63675	1.09725	1.62075	3.26025	2.0699999999999998	2.39975
ASTN2	0.6781	0.48559999999999998	1.2241	1.348	0.62509999999999999	0.9972	1.0819	1.3151	2.2062	1.51	0.5183	2.7099	1.1444	2.1614	1.7116	1.1111
ASTN1	0.45275	-0.043374999999999997	-0.43975	-1.256875	-0.88687499999999997	-1.17925	-0.75575	-0.478714285714286	-1.039375	-0.4335	-0.397714285714286	-0.397375	0.260285714285714	-1.069	2.2044999999999999	0.372333333333333
SHD	0.2815	-0.45200000000000001	0.0865	0.1925	-0.41849999999999998	-1.13575	-0.62125	-0.36425	-0.2965	-0.28475	-0.235	-0.47875	0.654	-0.6155	-0.086999999999999994	-0.69725
SHE	-0.7345	1.1327499999999999	1.73575	0.92775	1.45625	2.79825	1.0515	0.2315	1.264	1.4155	1.571	1.394	0.664	1.7745	2.4409999999999998	1.0015
CCDC4	-1.394	-0.90349999999999997	-2.045	-2.933	-0.83050000000000002	-2.065	-0.189	-0.29	-3.875	-2.848	0.3695	-1.758	-0.5075	-1.412	-2.1269999999999998	-0.9465
CCDC5	0.96075	-0.77500000000000002	-0.0165	-0.38625	-1.0590000000000002	-1.35125	0.0505	-0.553	-1.0015	-0.0895	0.63325	-0.22675	-0.679	-0.71975	-0.3695	0.58175
SHH	0.3365	-0.58599999999999997	1.228	0.2335	0.57700000000000007	0.6235	0.368	0.2355	0.5905	0.271	0.324	-0.441	-0.614	-0.00949999999999999	0.1135	-2.693
COX7A1	5.92575	3.8489999999999998	5.23925	5.3015	1.5745	3.83325	5.52725	6.49725	5.87675	5.16425	6.497	4.87925	8.85825	4.14025	5.157	6.065
COX7A2	2.64075	0.096500000000000002	0.79825	1.70525	0.35325000000000001	0.20825	0.70825	1.89	0.32425	0.94725	1.84425	1.20325	1.21275	0.0055	0.85324999999999995	1.25125
CCDC9	-0.767	0.33100000000000002	-0.9055	-0.1965	0.0395	-0.39	-0.148	-0.692	-0.074	-0.705	-0.44	0.712	-2.2235	0.4785	-0.91949999999999998	-0.4115
DYNC2H1	0.357375	0.69662500000000005	0.244875	0.331142857142857	-0.037999999999999999	0.571875	-0.837375	0.049	0.213125	-0.45075	0.488625	0.43925	0.7115	2.095625	0.203625	0.76
PRKCB1	-1.49566666666667	-2.5526666666666697	-1.65933333333333	-2.84516666666667	-1.8513333333333302	-1.87616666666667	-4.64233333333333	-1.9465	-3.07816666666667	-0.9245	-2.17816666666667	-3.12616666666667	-2.15733333333333	-2.4725	-1.3983333333333301	-1.80033333333333
MGA	-0.8195625	-0.73668750000000005	-0.6274375	-0.2315	-0.32156249999999997	-0.365375	-0.146	-0.2763125	0.2965	-0.5204375	-0.0257333333333333	-0.290071428571428	0.115538461538462	0.32525	-0.254	-0.4714375
MTHFD2	-0.465	-2.84716666666667	-3.201	-3.7045	-2.5145	-3.64916666666667	-1.144	-3.68733333333333	-4.9405	-2.04033333333333	-2.6645	-3.542	-3.575	-4.54183333333333	-2.3473333333333302	-3.23266666666667
MTHFD1	-2.08625	-1.6227499999999999	-2.6165	-1.2755	-0.3765	-1.0585	-1.5175	-1.454	-1.642	-1.84475	-2.0335	-1.04625	-0.731	-1.2355	-2.3165	-1.04675
JMJD2A	-1.64	-1.3082499999999999	-1.94125	-2.28975	-0.79074999999999995	-1.56925	-1.248	-1.958	-1.306	-1.68675	-0.74625	-1.48	-1.41275	-1.132	-1.0734999999999999	-1.45625
TBP	0.179166666666667	-0.37233333333333291	0.246333333333333	0.1905	-0.17466666666666697	0.221166666666667	0.16	-0.0723333333333333	-0.178333333333333	0.178333333333333	0.0621666666666667	-0.24	-0.610833333333333	0.394833333333333	0.52783333333333293	0.225833333333333
JMJD2C	-1.040375	-0.58387500000000003	-0.468375	-0.75175	-0.097375000000000003	0.647375	-0.4245	-0.765375	0.73775	0.152875	-1.30925	-0.676875	-0.931875	0.984	-0.54649999999999999	-0.493714285714286
JMJD2B	-1.532	-0.72599999999999998	-1.78625	-1.4265	-0.22775000000000001	-0.163	-1.26125	-0.55125	0.4605	-0.7075	-1.33375	-0.64325	-0.27175	-0.39525	-1.1875	-1.79975
TGM5	-1.1195	0.4355	0.6515	1.212	0.27800000000000002	0.6325	0.5335	-0.9185	-0.756	0.0945	-0.3175	0.1195	0.0870000000000001	1.2	-0.29949999999999999	null
JMJD2D	-2.42475	-2.08575	-0.286	-1.7415	-0.65225	-0.81625	-1.754	-2.00575	-2.081	-1.689	-2.615	-0.708666666666667	-3.596	-1.2	-1.17875	-1.5965
GGT6	-0.289333333333333	-0.157	-1.04983333333333	-0.662666666666667	-0.0901666666666667	0.00566666666666665	1.76516666666667	0.333333333333333	0.680333333333333	-0.548833333333333	-0.295333333333333	-0.0656666666666667	-0.351166666666667	-0.157166666666667	-0.60550000000000004	-0.5795
MGP	2.3512	-0.63449999999999995	3.7064	0.2857	0.32290000000000002	1.3916	2.9315	2.3894	1.6359	2.0038	3.6354	0.3622	1.2764	2.3943	2.1585000000000001	4.1962
RSPH3	0.5515	-0.075999999999999998	1.699	1.84625	1.4005000000000001	1.85175	1.1025	2.1365	2.1645	1.16625	1.522	1.7555	2.691	1.70575	2.0409999999999999	1.787
ENC1	-2.12216666666667	-1.8540000000000001	-1.37083333333333	-3.49016666666667	-0.57683333333333298	-0.517833333333333	-1.55766666666667	-2.07966666666667	-0.0951666666666667	-1.52466666666667	-1.8575	-4.1492	-2.58566666666667	-2.5805	-0.45650000000000002	-4.128
NPY	-0.689	2.1855000000000002	-1.4925	-2.14275	-2.0637500000000002	-2.98125	-0.783	-1.62475	-2.123	-1.95825	-0.4715	-2.93425	-1.5665	-2.41475	-2.0642499999999999	-3.04075
NUDCD2	1.446	0.55437499999999995	1.38325	-0.289375	-0.67762500000000003	-0.13675	0.7675	-0.914	-1.15075	0.295125	0.666625	-0.66425	-0.090875	0.566375	0.54074999999999995	0.345375
NUDCD3	-0.85275	0.27850000000000003	0.241	0.24925	0.66112499999999996	1.10875	-0.6965	0.2305	-0.386625	0.68075	-0.578	-1.034375	-0.413142857142857	0.236625	-0.16300000000000001	-0.234875
NUDCD1	1.26	-1.079	-0.453166666666667	0.332166666666667	-1.1185	-1.42566666666667	0.7065	-0.749166666666667	-1.49483333333333	-0.432833333333333	0.0973333333333334	0.507833333333333	-0.661166666666667	-0.756833333333333	0.15233333333333302	0.203166666666667
GPT2	-2.2427	-1.4316	-2.4617	-2.4854	-1.0451999999999999	-2.5651	-0.6575	-1.9908	-2.2662	-1.5058	-2.9371	-1.7081	-1.6888	-1.8706	-1.2043999999999999	-1.5166
ADSS	-0.504833333333333	-1.20316666666667	-0.910166666666667	-0.780333333333333	-1.00033333333333	-0.7455	0.4905	-1.4925	-1.3315	-0.495333333333333	-0.408	-0.696666666666667	-0.6406	-0.3365	-0.86516666666666697	-0.462333333333333
OR1D5	0.172	-0.059499999999999997	1.2005	0.374	0.26450000000000001	0.225	0.3935	0.35	-1.755	0.00750000000000001	-1.2865	-0.03	0.3825	0.212	1.0705	0.414
OR1D4	0.7685	-0.373	0.885	0.8315	0.98699999999999999	0.429	0.328	0.5915	0.4715	0.503	0.0805	-1.925	1.02	0.597	0.51349999999999996	-2.6575
STBD1	0.0665	-0.80974999999999997	-0.24175	0.704	-0.28025	0.518	-0.783	-0.28625	-0.78375	1.13725	-0.124333333333333	-1.01775	-0.688	-1.11325	0.34549999999999997	0.0585
EID2B	0.0375	1.0787500000000001	1.19725	-0.52925	-0.33000000000000002	-0.67875	-2.7395	-0.498	-0.2885	-0.41225	0.08575	-0.0665	-0.422	1.438	0.96150000000000002	0.62275
GMNN	-0.73875	-1.213625	-1.119625	-0.79275	-1.31975	-1.766625	-0.08725	-1.7765	-2.12385714285714	-0.7075	0.229125	-2.05316666666667	-1.155625	-2.070375	-0.64912499999999995	-0.7735
HMGN3	1.12833333333333	1.5015000000000001	1.473	1.20766666666667	0.68099999999999994	1.41633333333333	-0.0351666666666666	1.07416666666667	1.285	2.92616666666667	1.44616666666667	0.771833333333333	0.930333333333333	1.59966666666667	1.2969999999999999	0.802833333333333
ADSL	-0.2865	-0.95189999999999997	-0.2589	-0.11	-0.55430000000000001	-0.8341	-0.0561	-0.8736	-1.7328	-0.5204	-0.3032	-1.064	-0.9365	-0.3926	-0.82469999999999999	0.08
WDHD1	-2.01325	-3.3805000000000001	-3.0775	-2.58475	-2.3257500000000002	-2.59675	-1.0995	-2.5415	-2.43175	-2.93825	-3.22175	-1.16075	-1.746	-2.76025	-2.2214999999999998	-1.59475
LUM	-0.171833333333333	-2.3394166666666698	0.0226666666666666	-3.25790909090909	-1.901	-0.83475	1.08891666666667	0.749083333333333	0.0975833333333334	-2.07883333333333	2.78691666666667	-1.60981818181818	-1.82955555555556	-4.22391666666667	-0.55566666666666698	3.237
C6orf151	-1.351625	-1.1071249999999999	-0.42825	-0.90025	-0.96787500000000004	-1.27475	-1.320875	-1.28425	-0.47725	-1.151	-0.234375	-1.11675	-1.162375	-0.724875	-0.107	-0.976625
C7orf10	0.687833333333333	2.4245000000000001	2.56716666666667	3.108	1.3230000000000002	2.56116666666667	-0.624666666666667	0.835166666666667	0.861	-1.0425	0.105	1.597	0.144833333333333	1.41216666666667	0.84400000000000008	2.39633333333333
C7orf13	1.7005	0.62624999999999997	0.9825	2.538	0.11900000000000001	0.24625	-2.245	0.912	0.67875	0.937	-0.1885	0.97575	0.309	1.2745	0.26100000000000001	1.54175
GAS2L1	-0.81825	0.034166666666666699	-0.420416666666667	0.167166666666667	0.15958333333333299	0.275166666666667	-0.237166666666667	0.04075	0.362	0.0483333333333333	-0.169833333333333	-0.3876	-0.35425	0.149166666666667	-0.070250000000000007	-0.650583333333333
ACVR1C	1.06416666666667	-1.02433333333333	0.0913333333333333	-2.58366666666667	-1.8571666666666697	-2.20883333333333	-1.25883333333333	-1.39483333333333	-1.67366666666667	-1.61583333333333	-1.07633333333333	-1.46966666666667	-0.054	-3.11266666666667	0.23849999999999999	-2.8334
GAS2L3	-0.8405	-0.52875000000000005	-0.9625	-1.1045	-0.64599999999999991	-1.941	-1.397	-1.70066666666667	-1.55025	0.22975	-1.5865	-1.974	-1.70333333333333	-1.5765	0.106	-1.35133333333333
C7orf16	-1.8065	-1.5177499999999999	-2.04675	-2.1835	-2.7639999999999998	-2.9025	-0.68225	-1.0075	-2.2105	-2.205	-0.554	-1.90433333333333	-2.849	-3.06175	-2.2247499999999998	-0.8865
TMEM63B	1.639	0.62250000000000005	-0.7865	1.6425	0.95900000000000007	1.634	1.1005	2.2935	2.8215	2.3585	0.6065	2.46	-0.7565	1.5415	0.1905	0.264
KRTAP4-14	1.618	-0.14349999999999999	1.052	0.7325	0.56799999999999995	0.1405	0.563	1.128	1.111	0.6865	0.1805	1.006	-0.095	0.389	0.97250000000000003	0.4635
ZNF343	-0.577833333333333	-0.51283333333333292	-0.433333333333333	-0.0208333333333333	-0.4903333333333329	-0.320666666666667	-0.259833333333333	-1.80116666666667	-0.483833333333333	-0.582833333333333	-0.277	-2.07666666666667	-1.133	0.335666666666667	-0.26033333333333303	-1.0134
ZNF342	-0.515	-0.16800000000000001	-0.053	-0.375	-0.14649999999999999	-0.4605	0.3245	0.11	0.0105	0.393	0.1795	-0.7185	-1.145	0.0465	-0.188	-0.4365
ZNF341	-0.868166666666667	0.0663333333333333	-1.57333333333333	-1.07483333333333	-0.35649999999999998	-0.5455	-0.163333333333333	0.2738	-0.967833333333333	-0.987	-0.6124	-0.3294	-1.47983333333333	-0.667166666666667	-0.84933333333333294	-0.5064
AZI1	-1.072125	-0.704125	-2.249875	-2.156625	-0.38874999999999998	-0.43975	-1.036375	-1.9285	0.365375	-1.804	-2.16875	-1.925125	-3.09525	-0.506625	-1.6380000000000001	-2.495625
LOC440087	-1.09175	4.7602500000000001	5.218	-1.21666666666667	-1.03125	-0.67025	0.319	-0.05775	-1.0805	0.6525	0.8005	-0.2305	0.941333333333333	-1.76433333333333	0.25874999999999998	0.323333333333333
ZNF346	-0.038625	0.017375000000000002	-0.761125	-0.6825	-0.114125	-0.311625	-0.775	-0.608428571428571	-1.025125	-0.903	-1.42342857142857	0.267714285714286	-1.5478	-0.148	-0.80674999999999997	-0.649714285714286
ZNF433	0.4225	-0.53799999999999992	0.5765	0.32875	0.5655	0.65275	1.10575	0.136	0.3315	-1.599	0.679666666666667	-0.95575	-1.139	0.83125	0.22425	1.582
ZNF432	1.737	-0.68299999999999994	-0.0927499999999999	1.187875	0.15825	0.608875	2.405875	0.355125	0.319125	0.311125	0.174833333333333	-0.12	0.0808	1.979625	0.22662499999999999	0.247625
FAM82C	-0.646333333333333	-0.87183333333333302	-0.6965	-0.0296666666666667	0.095000000000000001	0.184	0.0653333333333333	-0.0443333333333334	-0.4925	0.388666666666667	-0.717666666666667	0.270833333333333	-0.282833333333333	0.1665	-0.28383333333333305	0.0145
ZNF439	-0.557666666666667	0.10150000000000001	0.54475	0.254333333333333	0.192	0.2625	1.27975	-0.1905	0.6635	-0.62325	-0.27975	-0.445	-1.974	0.41375	1.0920000000000001	0.62525
ZNF438	0.5165	1.2995000000000001	1.615	1.7085	1.0455000000000001	1.339	-1.4765	1.165	2.275	2.179	1.3	1.513	1.5355	1.011	1.3505	1.2895
RALGDS	-2.147	-1.33375	-1.7845	-1.17	-0.50049999999999994	-0.67025	-2.00025	-1.4195	-0.85775	-0.78925	-3.22175	-2.35066666666667	-3.223	-1.3965	-1.4732499999999999	-2.228
ADRB1	-0.414166666666667	0.86683333333333301	-1.6665	-0.128666666666667	-0.86733333333333296	-1.14166666666667	-0.1486	-0.123666666666667	-0.7365	-0.938166666666667	0.40225	-0.221666666666667	0.3724	-0.967333333333333	-1.07433333333333	-0.362333333333333
EPYC	1.216	0.34037499999999998	0.420375	0.479571428571428	0.43237500000000001	0.66925	1.033875	0.693428571428571	0.697428571428571	1.194	0.262428571428571	-0.0320000000000001	0.242571428571429	-0.142428571428571	0.62275000000000003	0.673857142857143
NUDT12	4.2905	0.55716666666666703	2.4065	2.68	0.34283333333333299	0.00833333333333334	2.255	1.87966666666667	0.758	2.09916666666667	1.661	1.72616666666667	0.933833333333333	1.66783333333333	1.0228333333333299	2.70933333333333
HN1L	-0.238333333333333	0.95108333333333417	1.09816666666667	0.54625	-0.079333333333333297	0.12625	-0.220583333333333	0.585416666666667	0.82425	0.911083333333333	0.9558	-0.325916666666667	1.56033333333333	0.0559166666666666	0.3995833333333329	0.75325
NUDT10	2.18033333333333	-2.1779999999999999	-0.903	-3.647	-2.7650000000000001	-3.11466666666667	-2.0915	-0.657666666666667	0.366333333333333	-2.001	-0.9446	-0.0599999999999999	-1.55133333333333	-0.578	1.1955	-0.902
NUDT11	2.526	-3.3450000000000002	-3.65016666666667	-5.60433333333333	-3.6908333333333303	-5.262	-3.1774	-3.458	-3.93366666666667	-3.8436	-3.19133333333333	-1.5436	-1.7305	-2.541	-1.22383333333333	-4.1124
DLL4	-0.08025	0.45924999999999999	0.04625	0.165	0.48999999999999999	1.0045	0.588666666666667	-0.16975	0.681666666666667	1.482	0.560666666666667	0.11175	0.63175	0.3025	0.54049999999999998	0.7745
RAB6B	1.51168421052632	2.01010526315789	2.21815789473684	2.86252631578947	0.82494736842105298	1.85984210526316	-1.25982352941176	2.4591052631579	2.22	1.16678947368421	2.23255555555556	3.44147368421053	2.27244444444444	1.57889473684211	1.94757894736842	2.65825
NUDT14	0.7946	-0.39029999999999998	1.6046	0.23	0.70309999999999995	0.3055	0.2998	-0.3501	0.4051	0.8847	-0.1255	-0.2987	-1.1144	0.3791	-0.055999999999999994	-0.8296
NUDT15	-1.01866666666667	-1.6948333333333301	0.0291666666666667	-0.533166666666667	-0.91783333333333295	-0.941333333333333	0.8185	-1.84566666666667	-2.19433333333333	-0.7065	-0.967833333333333	-1.74216666666667	-0.370666666666667	-0.0718333333333333	-1.08466666666667	-0.216
NUDT18	0.486666666666667	0.217	0.414666666666667	0.849	0.79866666666666697	0.6615	0.719166666666667	1.20833333333333	0.483666666666667	2.33333333333333	-1.7935	0.605666666666667	-0.237833333333333	0.418166666666667	0.95516666666666705	0.562666666666667
RAB6C	1.156	0.99150000000000005	1.25	1.4805	0.245	0.911	1.5565	0.9785	0.1355	1.252	0.5515	1.103	1.309	0.942	0.84999999999999998	1.429
OR6X1	-0.119	-0.042500000000000003	0.248	0.3945	0.65749999999999997	0.679	-1.2675	0.39	0.336	0.411	0.411	-0.637	0.537	0.222	0.3725	0.692
TM6SF1	0.0118	0.060199999999999997	1.765	-0.7564	0.11020000000000001	0.7239	0.611	0.0911	-0.2345	0.000500000000000012	0.562875	-0.417333333333333	0.719	-0.8112	0.45529999999999998	1.1948
YBX2	-0.115	-2.3414999999999999	-2.2705	-2.166	-0.083000000000000004	0.4955	-1.547	-1.1445	0.7015	-1.071	-1.454	-0.517	-0.3595	0.984	-2.2290000000000001	-1.4255
KEL	-1.8135	-2.0133333333333301	-2.0925	-1.8015	-1.0985	-2.0905	-0.697	-1.93783333333333	-1.66	-1.5525	-0.610333333333333	-0.061	-0.3556	-1.66633333333333	-1.8793333333333302	-1.4305
RSRC1	-1.142375	-0.69325000000000003	-0.552375	-0.358	-1.1376250000000001	-1.905625	-0.787625	-1.0575	-1.287375	-1.247125	-0.57575	-0.47	-0.5045	-0.960625	-0.53574999999999995	-0.25325
STX3	2.12916666666667	0.9365	1.35816666666667	1.99166666666667	0.95266666666666699	1.60133333333333	1.20833333333333	2.127	1.49633333333333	1.80383333333333	1.083	1.96916666666667	2.033	0.260166666666667	1.3643333333333301	2.18383333333333
RSRC2	-0.872833333333333	-0.0238333333333333	-0.702166666666666	-0.217	-0.316	0.448	0.298833333333333	-0.153666666666667	0.509666666666667	-0.193833333333333	-0.176	0.246666666666667	0.456333333333333	0.458666666666667	0.14849999999999999	0.111333333333333
STX5	0.480833333333333	0.10916666666666699	-0.279666666666667	-0.137	0.25783333333333303	0.244166666666667	-0.1485	0.371833333333333	0.1145	0.0476666666666667	-0.16	0.209	-0.134166666666667	1.16383333333333	-0.47033333333333294	-0.12
ACTL8	-2.30483333333333	-2.2023333333333301	-3.1735	-2.94033333333333	-2.2696666666666698	-3.51533333333333	-2.71333333333333	-3.57483333333333	-2.92583333333333	-2.27766666666667	-1.46233333333333	-1.86583333333333	-1.3996	-3.22016666666667	-3.28183333333333	-2.7932
STX7	1.923	0.71400000000000008	2.6965	2.3855	0.59399999999999997	1.1625	0.671	0.8	0.0445	2.38	2.851	1.371	0.871	0.2305	1.7164999999999999	2.1545
STX6	-0.47375	-1.5285	-1.6165	-1.69575	-0.35825000000000001	-0.980875	-0.85175	-1.153	-0.705625	-0.652375	-1.610125	-0.42975	-0.264857142857143	-0.874125	-0.801875	-0.963875
RPS3A	3.022375	0.70450000000000002	1.48275	2.531	0.18987499999999999	0.269875	4.0805	1.363	-0.117625	1.58025	2.957625	2.1035	2.015	2.171	1.3431249999999999	2.3685
KIAA1267	1.060625	1.0231250000000001	0.919625	0.77225	1.0382499999999999	1.366	0.1705	1.09025	2.31275	1.256125	1.256	1.90275	1.4655	0.981875	0.93887500000000002	0.453125
FBP1	-2.35411111111111	1.06711111111111	2.29877777777778	0.443222222222222	0.78866666666666696	1.24766666666667	0.747	0.902	0.0031111111111111	0.929777777777778	0.664666666666667	1.26155555555556	1.13477777777778	-2.64655555555556	0.918333333333333	0.862666666666667
CPN2	-2.01866666666667	-1.2015	-0.6205	-1.28516666666667	-0.050999999999999997	-0.345666666666667	-0.111166666666667	-0.0851666666666667	-0.333166666666667	0.0326666666666667	0.8658	-0.656	-1.12483333333333	0.0951666666666666	-0.0039999999999999897	-0.281833333333333
CPN1	-0.44875	-0.42175000000000001	-1.96775	-1.81575	-1.4480000000000002	-2.604	-2.06225	-1.47233333333333	-2.433	-2.22	-2.8375	-0.204	-2.0355	-2.2275	-1.845	-1.9175
SLC4A11	-1.827875	-0.14812500000000001	-0.927625	-0.9905	-0.26674999999999999	-2.213375	0.55725	0.42225	0.8395	-1.819625	-0.954285714285714	-0.690333333333333	-0.362375	-0.339375	-0.46537499999999998	-0.880166666666667
LAGE3	-1.031	-0.63924999999999998	-1.19975	-1.75875	-0.89000000000000001	-1.6245	-0.809	-1.60325	-2.38575	-1.00175	-2.093	-2.149	-2.3475	-0.82325	-0.85850000000000004	-1.8665
FXC1	2.60725	1.60175	2.12125	1.88325	0.156	-0.1875	1.54	1.34025	0.27525	1.80675	1.783	1.43575	0.178	0.936	2.0495000000000001	1.72925
STAB1	2.5325	1.0490000000000002	2.196875	1.623625	1.7909999999999999	2.639	1.3105	2.314375	1.8905	2.95175	0.287125	0.51175	-0.4265	0.651625	1.794125	1.102375
STAB2	0.064	0.5	0.26025	-0.498	0.35175000000000001	0.103	0.4335	-0.606	0.516	0.4075	-0.01875	-0.487	0.38375	0.07025	0.43874999999999997	-0.603
KIAA0232	0.9228	0.12509999999999999	0.5247	0.5606	0.26650000000000001	1.0016	-0.1917	1.4107	0.7286	1.4594	0.2401	0.990875	0.538666666666667	1.1783	1.3934	0.7904
MTMR15	-0.247	-1.0149999999999999	-1.1735	-0.9495	-0.105	-0.3105	-0.162	-2.3695	-0.135	-0.064	-1.864	-3.941	1.418	-0.275	-1.4455	-2.637
LGI4	0.215875	-0.00350000000000003	-0.101375	-0.198125	0.055125	0.214875	1.426125	0.0215	-0.01225	1.036875	0.276428571428571	-1.08671428571429	-0.80275	0.265625	-0.1855	0.245666666666667
UROD	0.719666666666667	-0.035499999999999997	0.344666666666667	0.216333333333333	0.022833333333333299	0.123333333333333	-1.21266666666667	0.364666666666667	0.4475	0.554833333333333	0.457833333333333	0.547	-0.213	0.3275	0.329166666666667	0.190666666666667
LETMD1	-0.323777777777778	-0.25344444444444397	-0.804888888888889	0.392222222222222	-0.311	0.0701111111111111	0.585	0.128777777777778	-0.263222222222222	0.0557777777777778	-0.24	0.156333333333333	-0.244	0.535777777777778	-0.58588888888888901	-0.6985
CDADC1	-0.000666666666666677	0.58875	2.20191666666667	0.863333333333333	0.38299999999999995	0.558083333333333	0.258583333333333	0.635583333333334	1.32325	1.15533333333333	1.30475	0.975916666666667	0.958909090909091	1.21225	1.17383333333333	0.77025
ECE2	0.119833333333333	0.52075000000000005	1.54391666666667	-0.0846666666666667	-0.22808333333333303	-0.509166666666667	-0.132454545454545	-0.477	-0.476454545454546	-0.268666666666667	-0.455909090909091	-0.719363636363636	-0.968090909090909	0.711166666666667	0.27591666666666698	-0.000499999999999963
ECE1	-0.675666666666667	-0.043833333333333301	-0.890333333333333	-1.02733333333333	-0.39700000000000002	-0.424333333333333	-0.429333333333333	-1.0115	-0.907833333333333	-0.545	-2.9898	-1.3908	-2.75975	-0.0821666666666667	-1.4780000000000002	-0.505666666666667
LGI3	0.4625	-0.72524999999999995	0.605	0.34925	0.1845	0.2875	0.14675	0.4225	0.62375	0.31775	0.31825	-0.1555	0.445	-0.0775	0.51075000000000004	0.4845
